Destination Country,Donor,Recipient Organization,Emergency title,Response Plan/Appeal title,Project code,Emergency year,USD committed/contributed,USD pledged,Description,IASC Standard Sector,Original currency amount,Original currency unit,Decision date,Contribution status,Reported by
Guinea,Netherlands,Netherlands Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"52,701",0,(Guinea) Ebola virus control (23833),HEALTH,"40,000",EUR,9/19/14,Commitment,Donor
Guinea,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,000,000",0,"(Guinea) African Rainbow Minerals contribute to the Ebola Fund of Guinea to assist fight against Ebola ( clinical management, social mobilisation, medical coordination and other key mechanisms of controlling the disease. )",HEALTH,,USD,10/28/14,Paid contribution,Donor
Guinea,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(GUINEA) (IN-KIND) China Power Investment in Guinea donates sanitary products and materials.,HEALTH,,USD,9/17/14,Paid contribution,Donor
Guinea,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"1,000,000","(Region) United Bank for Africa has contributed to assist the fight against Ebola, currently present in three West African countries. The gift will be distributed through the UBA Foundation, and shared equally among the three affected West African countries. The remaining $100,000 is to be contributed to the African Union Support Mission to the Ebola Outbreak in West Africa (ASEOWA)",FOOD,,USD,11/12/14,Pledge,Donor
Guinea,Private (individuals & organisations),World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"2,570,000",0,"(Guinea) (In-kind) Simfer S.A. (47% owned by Rio Tinto). The Simandou partners, through Simfer S.A., have made a donation to the United Nations’ World Food Programme to support logistics for the humanitarian community responding to Ebola. The donation, made under the authority of Guinea’s National Coordinator for the fight against Ebola, includes 20 vehicles equipped with a communications system to support the transportation of goods and personnel to Ebola treatment centres, a jet system to fuel a helicopter that has previously been grounded, and mobile mining camps that are set to increase treatment capacity. The value of the donation is estimated in excess of US$2.6 million (GNF18.6 billion).",FOOD,,USD,11/7/14,Paid contribution,Donor
Guinea,Private (individuals & organisations),World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"107,000",0,(Guinea) WHO - Ebola Virus Diseases Outbreak response in west Africa (from OAS Brazil),HEALTH,,USD,6/30/14,Paid contribution,Agency
Guinea,Private (individuals & organisations),World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"28,200",0,(Guinea) WHO - Ebola Virus Diseases Outbreak response in west Africa (from VIVO Energy),HEALTH,,USD,6/30/14,Paid contribution,Agency
Guinea,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"100,000",0,"(Guinea) Rio Tinto gave $100,000 to local NGOs",HEALTH,,USD,10/24/14,Commitment,Donor
Guinea,Private (individuals & organisations),World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"100,000",0,(Guinea) WHO - Ebola Virus Diseases Outbreak response in west Africa (from Rio Tinto/Guinea),HEALTH,,USD,4/30/14,Paid contribution,Agency
Guinea,Private (individuals & organisations),International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"2,414,274",0,(Guinea) IFRC Emergency Appeal (from various IFRC National Societies),HEALTH,"2,196,989",CHF,8/28/14,Paid contribution,Agency
Guinea,Private (individuals & organisations),International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"199,314",0,(Guinea) IFRC Emergency Appeal (from Tullow Guinea Limited),HEALTH,"181,376",CHF,8/28/14,Paid contribution,Agency
Guinea,Societe Anglogold Ashanti de Guinee,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"50,000",0,(Guinea) WHO - Ebola Virus Diseases Outbreak response in west Africa,HEALTH,,USD,5/31/14,Paid contribution,Agency
Guinea,Spain,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"126,103",0,"(Guinea) To assist governments and partners in the revision and resourcing of country-specific operational plans for Ebola response, and the coordination of international support for their full implementation.",HEALTH,"100,000",EUR,11/3/14,Commitment,Donor
Guinea,Spain,ACF - Spain,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"68,776",0,(Guinea) To reduce the risk of transmission of Ebola virus.,HEALTH,"50,000",EUR,4/8/14,Commitment,Donor
Guinea,Spain,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"378,310",0,(Guinea) EBOLA viral Haemorrhagic fever outbreak confirmed on the 21st of March by the Government of Guinea. The epicentre seems to be a small rural town called Gueckedou in southern Guinea. Gueckedou is extremely close to both the Sierra Leone and Liberian boarders and communities in all three countries are at risk .,SECTOR NOT YET SPECIFIED,"300,000",EUR,11/14/14,Commitment,Donor
Guinea,Sweden,Swedish Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71295/5111,2014,"137,552",0,(Guinea) Reducing the immediate risks to the health affected population,HEALTH,"1,000,000",SEK,4/15/14,Commitment,Donor
Guinea,Sweden,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"1,000,000",0,(Guinea) Response to Ebola outbreak,HEALTH,"7,520,000",SEK,10/6/14,Paid contribution,Donor and Agency
Guinea,Sweden,Save the Children,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71107/6079,2014,"96,294",0,(Guinea) Response to ebola outbreak in Guinea,HEALTH,"700,057",SEK,7/14/14,Commitment,Donor
Guinea,Sweden,Plan International,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71111/5524,2014,"275,103",0,(Guinea) Emergency response to Ebola outbreak,HEALTH,"2,000,000",SEK,7/23/14,Commitment,Donor
Guinea,United States of America,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"3,482,000",0,(Guinea) Planned Health Assistance (USAID/Guinea),HEALTH,,USD,10/15/14,Commitment,Donor
Guinea,United States of America,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"999,552",0,(Guinea) Health (USAID/OFDA),HEALTH,,USD,10/1/14,Commitment,Donor
Guinea,United States of America,Plan International,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71111/5524,2014,"1,028,074",0,(Guinea) Health (USAID/OFDA),HEALTH,,USD,10/1/14,Commitment,Donor
Guinea,United States of America,Catholic Relief Services,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"4,041,621",0,(Guinea) Ebola response - Health (USAID/OFDA),HEALTH,,USD,11/5/14,Commitment,Donor
Guinea,United States of America,Catholic Relief Services,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"799,846",0,(Guinea) Ebola response - Risk Management Policy and Practice (USAID/OFDA),HEALTH,,USD,11/5/14,Commitment,Donor
Guinea,United States of America,Plan International,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71111/5524,2014,"815,909",0,"(Guinea) New Award project to support the ongoing effort to combat Ebola transmission in Guinea through intensified social mobilization and improved contact tracing in four Regions, covering the cities of Conakry, Nzerekore, Gueckedou, Macenta, Yomou, Kissidougou, Coyah, Forecariah, Dubreka, and Telimele. infections.",HEALTH,,USD,9/1/14,Commitment,Agency
Guinea,Various Donors (details not yet provided),United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"419,975",0,(Guinea) Response to Ebola outbreak (through West African Health Organisation),HEALTH,,USD,9/30/14,Paid contribution,Agency
Guinea,World Bank,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71276/7183,2014,"4,122,850",0,(Guinea) Support for emergency response to the Ebola crisis (remaining balance of $25 m grant to the Government of Guinea),HEALTH,,USD,9/8/14,Commitment,Donor
Guinea,World Bank,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/F/71114/561,2014,"7,100,000",0,(Guinea) food supply to quarantined and Ebola-affected population (through the Government of Guinea),FOOD,,USD,9/17/14,Paid contribution,Donor and Agency
Guinea,World Bank,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"3,089,250",0,"(Guinea) Ebola kit, social mobilization, WASH (part of contribution to the Ministry of Health - Guinea)",HEALTH,,USD,9/17/14,Paid contribution,Donor and Agency
Guinea,World Bank,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"2,294,110",0,"(Guinea) case management, surveillance, training, lab, logistics",HEALTH,,USD,9/25/14,Paid contribution,Donor and Agency
Guinea,World Bank,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"8,393,790",0,(Guinea) Ebola Response,HEALTH,,USD,9/18/14,Paid contribution,Donor and Agency
Guinea-Bissau,Bill and Melinda Gates Foundation,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"55,999",0,(Guinea-Bissau) to provide critical emergency support to populations affected by the Ebola Virus Disease Outbreak in West Africa (through US Fund for UNICEF),HEALTH,,USD,9/10/14,Paid contribution,Donor and Agency
Guinea-Bissau,Canada,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"8,961",0,(Guinea-Bissau) Guinea-Bissau - IFRC Emergency Appeal,HEALTH,"10,000",CAD,10/9/14,Commitment,Donor
Guinea-Bissau,Denmark,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"216,000",0,(Guinea-Bissau) Response to Ebola outbreak,HEALTH,"1,265,760",DKK,10/31/14,Paid contribution,Agency
Guinea-Bissau,Germany,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"486,000",0,(Guinea-Bissau) Ebola Response,HEALTH,"382,482",EUR,11/4/14,Paid contribution,Donor and Agency
Guinea-Bissau,Spain,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"40,978",0,(Guinea-Bissau) To prepare GBRCS through reinforcement of volunteers and material. (MDRGW002),HEALTH,"32,250",EUR,10/16/14,Commitment,Donor
Guinea-Bissau,Sweden,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"200,000",0,(Guinea-Bissau) Response to Ebola outbreak,HEALTH,"1,504,000",SEK,10/6/14,Paid contribution,Donor and Agency
Guinea-Bissau,World Bank,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"500,000",0,(Guinea-Bissau) Ebola Response,HEALTH,,USD,10/1/14,Paid contribution,Donor and Agency
Liberia,African Development Bank,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"1,000,000",0,(Liberia) WHO - Ebola Virus Diseases Outbreak response in west Africa,HEALTH,,USD,9/19/14,Paid contribution,Donor and Agency
Liberia,Allocation of unearmarked funds by FAO,Africa Solidarity Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"500,000",0,(Liberia) Ebola Virus Disease Outbreak (through SFERA),HEALTH,,USD,11/13/14,Paid contribution,Agency
Liberia,Allocation of unearmarked funds by FAO,Food & Agriculture Organization of the United Nations,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/SNYS/71092/123,2014,"500,000",0,(Liberia) Ebola Virus Disease Outbreak (through FAO TCP),SECTOR NOT YET SPECIFIED,,USD,11/13/14,Paid contribution,Agency
Liberia,Allocation of unearmarked funds by FAO,Food & Agriculture Organization of the United Nations,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/SNYS/71092/123,2014,"100,000",0,(Liberia) Ebola Virus Disease Outbreak (through SFERA),SECTOR NOT YET SPECIFIED,,USD,11/13/14,Paid contribution,Agency
